idx,predict label,golden label
651,tensor(1),2
652,tensor(3),2
653,tensor(2),2
654,tensor(4),2
655,tensor(1),2
656,tensor(1),2
657,tensor(3),2
658,tensor(2),2
659,tensor(2),2
660,tensor(3),2
661,tensor(3),2
662,tensor(1),2
663,tensor(1),2
664,tensor(1),2
665,tensor(0),2
666,tensor(1),2
667,tensor(4),2
668,tensor(1),2
669,tensor(2),2
670,tensor(0),2
671,tensor(3),2
672,tensor(3),2
673,tensor(3),2
674,tensor(1),2
675,tensor(3),2
676,tensor(0),2
677,tensor(1),2
678,tensor(4),2
679,tensor(2),2
680,tensor(3),2
681,tensor(1),2
682,tensor(0),2
683,tensor(2),2
684,tensor(1),2
685,tensor(3),2
686,tensor(1),2
687,tensor(3),2
688,tensor(2),2
689,tensor(1),2
690,tensor(1),2
691,tensor(1),2
692,tensor(3),2
693,tensor(4),2
694,tensor(2),2
695,tensor(3),2
696,tensor(3),2
697,tensor(4),2
698,tensor(4),2
699,tensor(3),2
700,tensor(1),2
701,tensor(2),2
702,tensor(1),2
703,tensor(2),2
704,tensor(2),2
705,tensor(1),2
706,tensor(2),2
707,tensor(2),2
708,tensor(1),2
709,tensor(2),2
710,tensor(1),2
711,tensor(1),2
712,tensor(3),2
713,tensor(1),2
714,tensor(3),2
715,tensor(2),2
716,tensor(3),2
717,tensor(3),2
718,tensor(2),2
719,tensor(2),2
720,tensor(2),2
721,tensor(1),2
722,tensor(3),2
723,tensor(0),2
724,tensor(3),2
725,tensor(1),2
726,tensor(3),2
727,tensor(1),2
728,tensor(1),2
729,tensor(3),2
730,tensor(2),2
731,tensor(0),2
732,tensor(2),2
733,tensor(0),2
734,tensor(0),2
735,tensor(2),2
736,tensor(1),2
737,tensor(2),2
738,tensor(4),2
739,tensor(0),2
740,tensor(4),2
741,tensor(0),2
742,tensor(3),2
743,tensor(2),2
744,tensor(3),2
745,tensor(3),2
746,tensor(3),2
747,tensor(1),2
748,tensor(3),2
749,tensor(2),2
750,tensor(0),2
751,tensor(2),2
752,tensor(3),2
753,tensor(4),2
754,tensor(1),2
755,tensor(1),2
756,tensor(4),2
757,tensor(0),2
758,tensor(1),2
759,tensor(3),2
760,tensor(1),2
761,tensor(1),2
762,tensor(1),2
763,tensor(3),2
764,tensor(2),2
765,tensor(3),2
766,tensor(1),2
767,tensor(3),2
768,tensor(0),2
769,tensor(2),2
770,tensor(1),2
771,tensor(2),2
772,tensor(3),2
773,tensor(2),2
774,tensor(1),2
775,tensor(3),2
776,tensor(3),2
777,tensor(1),2
778,tensor(1),2
779,tensor(1),2
780,tensor(3),2
781,tensor(3),2
782,tensor(2),2
783,tensor(2),2
784,tensor(3),2
785,tensor(2),2
786,tensor(2),2
787,tensor(2),2
788,tensor(2),2
789,tensor(1),2
790,tensor(2),2
791,tensor(2),2
792,tensor(1),2
793,tensor(1),2
794,tensor(3),2
795,tensor(4),2
796,tensor(1),2
797,tensor(1),2
798,tensor(1),2
799,tensor(3),2
800,tensor(2),2
801,tensor(3),2
802,tensor(3),2
803,tensor(2),2
804,tensor(3),2
805,tensor(3),2
806,tensor(1),2
807,tensor(2),2
808,tensor(3),2
809,tensor(3),2
810,tensor(2),2
811,tensor(0),2
812,tensor(3),2
813,tensor(3),2
814,tensor(2),2
815,tensor(2),2
816,tensor(2),2
817,tensor(2),2
818,tensor(3),2
819,tensor(3),2
820,tensor(2),2
821,tensor(1),2
822,tensor(2),2
823,tensor(3),2
824,tensor(1),2
825,tensor(2),2
826,tensor(2),2
827,tensor(1),2
828,tensor(4),2
829,tensor(2),2
830,tensor(2),2
831,tensor(1),2
832,tensor(1),2
833,tensor(2),2
834,tensor(3),2
835,tensor(3),2
836,tensor(1),2
837,tensor(1),2
838,tensor(2),2
839,tensor(2),2
840,tensor(3),2
841,tensor(3),2
842,tensor(1),2
843,tensor(2),2
844,tensor(1),2
845,tensor(1),2
846,tensor(2),2
847,tensor(3),2
848,tensor(0),2
849,tensor(3),2
850,tensor(1),2
851,tensor(2),2
852,tensor(1),2
853,tensor(1),2
854,tensor(4),2
855,tensor(0),2
856,tensor(3),2
857,tensor(1),2
858,tensor(0),2
859,tensor(3),2
860,tensor(0),2
861,tensor(3),2
862,tensor(3),2
863,tensor(1),2
864,tensor(2),2
865,tensor(1),2
866,tensor(3),2
867,tensor(1),2
868,tensor(2),2
869,tensor(4),2
870,tensor(2),2
871,tensor(3),2
872,tensor(3),2
873,tensor(3),2
874,tensor(1),2
875,tensor(0),2
876,tensor(1),2
877,tensor(1),2
878,tensor(1),2
879,tensor(1),2
880,tensor(1),2
881,tensor(3),2
882,tensor(1),2
883,tensor(2),2
884,tensor(2),2
885,tensor(3),2
886,tensor(2),2
887,tensor(2),2
888,tensor(2),2
889,tensor(2),2
890,tensor(3),2
891,tensor(1),2
892,tensor(3),2
893,tensor(1),2
894,tensor(3),2
895,tensor(4),2
896,tensor(1),2
897,tensor(1),2
898,tensor(3),2
899,tensor(2),2
900,tensor(3),2
901,tensor(1),2
902,tensor(2),2
903,tensor(4),2
904,tensor(3),2
905,tensor(2),2
906,tensor(0),2
907,tensor(3),2
908,tensor(2),2
909,tensor(2),2
910,tensor(2),2
911,tensor(3),2
912,tensor(1),2
913,tensor(3),2
914,tensor(1),2
915,tensor(0),2
916,tensor(3),2
917,tensor(0),2
918,tensor(2),2
919,tensor(3),2
920,tensor(3),2
921,tensor(2),2
922,tensor(2),2
923,tensor(0),2
924,tensor(2),2
925,tensor(1),2
926,tensor(2),2
927,tensor(3),2
928,tensor(3),2
929,tensor(2),2
930,tensor(1),2
931,tensor(3),2
932,tensor(1),2
933,tensor(2),2
934,tensor(1),2
935,tensor(4),2
936,tensor(1),2
937,tensor(0),2
938,tensor(2),2
939,tensor(2),2
940,tensor(3),2
941,tensor(3),2
942,tensor(2),2
943,tensor(0),2
944,tensor(2),2
945,tensor(3),2
946,tensor(2),2
947,tensor(1),2
948,tensor(2),2
949,tensor(3),2
950,tensor(0),2
951,tensor(1),2
952,tensor(0),2
953,tensor(0),2
954,tensor(3),2
955,tensor(2),2
956,tensor(1),2
957,tensor(1),2
958,tensor(1),2
959,tensor(3),2
960,tensor(2),3
961,tensor(4),3
962,tensor(3),3
963,tensor(2),3
964,tensor(3),3
965,tensor(3),3
966,tensor(1),3
967,tensor(2),3
968,tensor(3),3
969,tensor(3),3
970,tensor(1),3
971,tensor(2),3
972,tensor(1),3
973,tensor(2),3
974,tensor(4),3
975,tensor(3),3
976,tensor(1),3
977,tensor(3),3
978,tensor(3),3
979,tensor(3),3
980,tensor(1),3
981,tensor(2),3
982,tensor(3),3
983,tensor(4),3
984,tensor(3),3
985,tensor(4),3
986,tensor(3),3
987,tensor(3),3
988,tensor(3),3
989,tensor(3),3
990,tensor(4),3
991,tensor(4),3
992,tensor(3),3
993,tensor(0),3
994,tensor(0),3
995,tensor(1),3
996,tensor(3),3
997,tensor(2),3
998,tensor(4),3
999,tensor(4),3
1000,tensor(3),3
1001,tensor(3),3
1002,tensor(4),3
1003,tensor(3),3
1004,tensor(1),3
1005,tensor(4),3
1006,tensor(3),3
1007,tensor(2),3
1008,tensor(3),3
1009,tensor(3),3
1010,tensor(3),3
1011,tensor(3),3
1012,tensor(3),3
1013,tensor(3),3
1014,tensor(3),3
1015,tensor(3),3
1016,tensor(3),3
1017,tensor(0),3
1018,tensor(4),3
1019,tensor(3),3
1020,tensor(2),3
1021,tensor(2),3
1022,tensor(3),3
1023,tensor(3),3
1024,tensor(3),3
1025,tensor(3),3
1026,tensor(2),3
1027,tensor(3),3
1028,tensor(4),3
1029,tensor(1),3
1030,tensor(3),3
1031,tensor(1),3
1032,tensor(1),3
1033,tensor(0),3
1034,tensor(4),3
1035,tensor(0),3
1036,tensor(3),3
1037,tensor(3),3
1038,tensor(3),3
1039,tensor(3),3
1040,tensor(3),3
1041,tensor(3),3
1042,tensor(4),3
1043,tensor(4),3
1044,tensor(3),3
1045,tensor(3),3
1046,tensor(3),3
1047,tensor(4),3
1048,tensor(4),3
1049,tensor(4),3
1050,tensor(4),3
1051,tensor(3),3
1052,tensor(0),3
1053,tensor(3),3
1054,tensor(1),3
1055,tensor(3),3
1056,tensor(3),3
1057,tensor(2),3
1058,tensor(3),3
1059,tensor(4),3
1060,tensor(3),3
1061,tensor(1),3
1062,tensor(3),3
1063,tensor(1),3
1064,tensor(1),3
1065,tensor(3),3
1066,tensor(4),3
1067,tensor(0),3
1068,tensor(3),3
1069,tensor(2),3
1070,tensor(1),3
1071,tensor(3),3
1072,tensor(3),3
1073,tensor(3),3
1074,tensor(4),3
1075,tensor(3),3
1076,tensor(3),3
1077,tensor(3),3
1078,tensor(0),3
1079,tensor(3),3
1080,tensor(3),3
1081,tensor(2),3
1082,tensor(3),3
1083,tensor(3),3
1084,tensor(4),3
1085,tensor(4),3
1086,tensor(3),3
1087,tensor(4),3
1088,tensor(3),3
1089,tensor(3),3
1090,tensor(0),3
1091,tensor(3),3
1092,tensor(1),3
1093,tensor(4),3
1094,tensor(3),3
1095,tensor(3),3
1096,tensor(1),3
1097,tensor(0),3
1098,tensor(2),3
1099,tensor(3),3
1100,tensor(3),3
1101,tensor(4),3
1102,tensor(3),3
1103,tensor(3),3
1104,tensor(3),3
1105,tensor(2),3
1106,tensor(3),3
1107,tensor(4),3
1108,tensor(3),3
1109,tensor(3),3
1110,tensor(3),3
1111,tensor(2),3
1112,tensor(3),3
1113,tensor(3),3
1114,tensor(2),3
1115,tensor(3),3
1116,tensor(3),3
1117,tensor(1),3
1118,tensor(3),3
1119,tensor(3),3
1120,tensor(1),3
1121,tensor(3),3
1122,tensor(3),3
1123,tensor(3),3
1124,tensor(3),3
1125,tensor(3),3
1126,tensor(2),3
1127,tensor(4),3
1128,tensor(1),3
1129,tensor(2),3
1130,tensor(2),3
1131,tensor(3),3
1132,tensor(4),3
1133,tensor(3),3
1134,tensor(1),3
1135,tensor(3),3
1136,tensor(4),3
1137,tensor(3),3
1138,tensor(3),3
1139,tensor(3),3
1140,tensor(3),3
1141,tensor(3),3
1142,tensor(3),3
1143,tensor(1),3
1144,tensor(3),3
1145,tensor(1),3
1146,tensor(2),3
1147,tensor(3),3
1148,tensor(1),3
1149,tensor(3),3
1150,tensor(2),3
1151,tensor(3),3
1152,tensor(4),3
1153,tensor(1),3
1154,tensor(3),3
1155,tensor(3),3
1156,tensor(3),3
1157,tensor(1),3
1158,tensor(3),3
1159,tensor(3),3
1160,tensor(4),3
1161,tensor(3),3
1162,tensor(4),3
1163,tensor(3),3
1164,tensor(3),3
1165,tensor(4),3
1166,tensor(0),3
1167,tensor(2),3
1168,tensor(3),3
1169,tensor(4),3
1170,tensor(4),3
1171,tensor(4),3
1172,tensor(4),3
1173,tensor(3),3
1174,tensor(1),3
1175,tensor(3),3
1176,tensor(1),3
1177,tensor(3),3
1178,tensor(0),3
1179,tensor(3),3
1180,tensor(4),3
1181,tensor(1),3
1182,tensor(4),3
1183,tensor(1),3
1184,tensor(2),3
1185,tensor(3),3
1186,tensor(3),3
1187,tensor(4),3
1188,tensor(3),3
1189,tensor(3),3
1190,tensor(4),3
1191,tensor(0),3
1192,tensor(1),3
1193,tensor(1),3
1194,tensor(3),3
1195,tensor(4),3
1196,tensor(2),3
1197,tensor(4),3
1198,tensor(3),3
1199,tensor(4),3
1200,tensor(3),3
1201,tensor(3),3
1202,tensor(4),3
1203,tensor(2),3
1204,tensor(2),3
1205,tensor(4),3
1206,tensor(3),3
1207,tensor(2),3
1208,tensor(4),3
1209,tensor(3),3
1210,tensor(3),3
1211,tensor(3),3
1212,tensor(3),3
1213,tensor(1),3
1214,tensor(2),3
1215,tensor(1),3
1216,tensor(2),3
1217,tensor(0),3
1218,tensor(4),3
1219,tensor(3),3
1220,tensor(3),3
1221,tensor(2),3
1222,tensor(2),3
1223,tensor(3),3
1224,tensor(3),3
1225,tensor(3),3
1226,tensor(3),3
1227,tensor(3),3
1228,tensor(3),3
1229,tensor(3),3
1230,tensor(1),3
1231,tensor(4),3
1232,tensor(3),3
1233,tensor(4),3
1234,tensor(4),3
1235,tensor(4),3
1236,tensor(3),3
1237,tensor(3),3
1238,tensor(3),3
1239,tensor(4),3
1240,tensor(3),3
1241,tensor(3),3
1242,tensor(3),3
1243,tensor(3),3
1244,tensor(3),3
1245,tensor(4),3
1246,tensor(3),3
1247,tensor(3),3
1248,tensor(2),3
1249,tensor(3),3
1250,tensor(4),3
1251,tensor(3),3
1252,tensor(2),3
1253,tensor(3),3
1254,tensor(3),3
1255,tensor(3),3
1256,tensor(4),3
1257,tensor(1),3
1258,tensor(2),3
1259,tensor(2),3
1260,tensor(3),3
1261,tensor(4),3
1262,tensor(0),3
1263,tensor(3),3
1264,tensor(3),3
1265,tensor(3),3
1266,tensor(2),3
1267,tensor(3),3
1268,tensor(3),3
1269,tensor(4),3
1270,tensor(4),3
1271,tensor(3),3
1272,tensor(2),3
1273,tensor(0),3
1274,tensor(3),3
1275,tensor(4),3
1276,tensor(3),3
1277,tensor(4),3
1278,tensor(4),3
1279,tensor(1),3
1280,tensor(3),4
1281,tensor(3),4
1282,tensor(3),4
1283,tensor(4),4
1284,tensor(4),4
1285,tensor(1),4
1286,tensor(0),4
1287,tensor(4),4
1288,tensor(4),4
1289,tensor(4),4
1290,tensor(1),4
1291,tensor(4),4
1292,tensor(4),4
1293,tensor(4),4
1294,tensor(3),4
1295,tensor(4),4
1296,tensor(4),4
1297,tensor(4),4
1298,tensor(4),4
1299,tensor(4),4
1300,tensor(2),4
1301,tensor(3),4
1302,tensor(4),4
1303,tensor(3),4
1304,tensor(3),4
1305,tensor(3),4
1306,tensor(4),4
1307,tensor(3),4
1308,tensor(4),4
1309,tensor(4),4
1310,tensor(4),4
1311,tensor(3),4
1312,tensor(3),4
1313,tensor(0),4
1314,tensor(4),4
1315,tensor(2),4
1316,tensor(4),4
1317,tensor(3),4
1318,tensor(4),4
1319,tensor(3),4
1320,tensor(3),4
1321,tensor(3),4
1322,tensor(3),4
1323,tensor(4),4
1324,tensor(4),4
1325,tensor(3),4
1326,tensor(1),4
1327,tensor(4),4
1328,tensor(3),4
1329,tensor(0),4
1330,tensor(4),4
1331,tensor(4),4
1332,tensor(2),4
1333,tensor(4),4
1334,tensor(3),4
1335,tensor(3),4
1336,tensor(4),4
1337,tensor(4),4
1338,tensor(4),4
1339,tensor(4),4
1340,tensor(4),4
1341,tensor(3),4
1342,tensor(4),4
1343,tensor(4),4
1344,tensor(3),4
1345,tensor(4),4
1346,tensor(4),4
1347,tensor(4),4
1348,tensor(4),4
1349,tensor(4),4
1350,tensor(4),4
1351,tensor(4),4
1352,tensor(4),4
1353,tensor(3),4
1354,tensor(3),4
1355,tensor(1),4
1356,tensor(4),4
1357,tensor(4),4
1358,tensor(4),4
1359,tensor(3),4
1360,tensor(4),4
